degree_id,degree_level,degree_name,degree_type,degree_url,degree_category,degree_data_sci_flag,department_name,department_type,institution_name,institution_carnegie,institution_state,institution_city
1,certificate,Graduate Certificate in Business Analytics,Business Analytics,http://harbert.auburn.edu/academics/graduate-certificates/business-analytics/,Business,FALSE,Raymond J. Harbert College of Business,Business/Management,Auburn University,R2,AL,Auburn
2,bachelors,Data Science,Data Science,http://harbert.auburn.edu/academics/undergraduate/business-analytics/index.php,Data,TRUE,Raymond J. Harbert College of Business,Business/Management,Auburn University,R2,AL,Auburn
3,masters,"Master of Science in Marketing, Specialization in Marketing Analytics",Business Analytics,https://bamabydistance.ua.edu/degrees/ms-in-marketing-with-a-specialization-in-marketing-analytics/index.php,Business,FALSE,Manderson Graduate School of Business,Business/Management,University of Alabama,R1,AL,Tuscaloosa
4,masters,MS in Operations Management - Decision Analytics Track,Business Analytics,https://bamabydistance.ua.edu/degrees/ms-in-operations-management-online/curriculum/decision-analytics-track.php,Business,FALSE,Manderson Graduate School of Business,Business/Management,University of Alabama,R1,AL,Tuscaloosa
7,bachelors,Business Data Analytics,Business Analytics,https://www.atu.edu/business/stulrn_busanalytics.php,Business,FALSE,Business,Business/Management,Arkansas Tech University,M1,AR,Russellville
9,masters,Master of Information Systems with Business Analytics Concentration,Business Analytics,https://walton.uark.edu/graduate-programs/master-of-information-systems/index.php,Business,FALSE,Sam M. Walton College of Business,Business/Management,University of Arkansas,R1,AR,Fayetteville
15,bachelors,Business Data Analytics,Business Analytics,https://wpcarey.asu.edu/undergraduate-degrees/business-data-analytics,Business,FALSE,W.P. Carey School of Business,Business/Management,Arizona State University,R1,AZ,Tempe
16,masters,Master of Science in Business Analytics,Business Analytics,https://wpcarey.asu.edu/masters-programs/business-analytics,Business,FALSE,W.P. Carey School of Business,Business/Management,Arizona State University,R1,AZ,Tempe
18,bachelors,Data Science Minor,Data Science,https://statistics.calpoly.edu/data-science-minor,Data,TRUE,College of Science and Mathematics,Mathematics/Statistics,California Polytechnic State University,M1,CA,San Luis Obispo
19,masters,Master of Science in Business Administration: Business Analytics Option,Business Analytics,https://www.csueastbay.edu/msba/index.html,Business,FALSE,College of Business and Economics,Business/Management,California State University – East Bay,M1,CA,Hayward
21,certificate,Certificate in Data Science,Data Science,https://extension.fullerton.edu/professionaldevelopment/certificates/data-science,Data,TRUE,University Extended Education,Data Science,California State University – Fullerton,R3,CA,Fullerton
23,masters,MBA with Business Analytics,Business Analytics,https://catalog.fullerton.edu/preview_program.php?catoid=2&poid=473&returnto=143,Business,FALSE,Mihaylo College of Business and Economics,Business/Management,California State University – Fullerton,R3,CA,Fullerton
24,masters,Master of Science in Applied Statistics,Applied Statistics,http://catalog.csulb.edu/preview_program.php?catoid=2&poid=693,Math,FALSE,Department of Mathematics and Statistics,Mathematics/Statistics,California State University – Long Beach,M1,CA,Long Beach
25,masters,Master of Business Administration (M.B.A.) - Business Intelligence and Information Technology Focus,Business Intelligence,http://bulletin.csusb.edu/colleges-schools-departments/business-public-administration/mba/,Business,FALSE,Department of Public Administration,Business/Management,California State University – San Bernardino,M1,CA,San Bernardino
26,masters,Master of Science in Computational and Data Sciences,Data Science,https://www.chapman.edu/scst/graduate/ms-computational-science.aspx,Data,TRUE,Schmid College of Science & Technology,Computer Science,Chapman University,M1,CA,Orange
27,doctoral,Computational and Data Sciences,Data Science,https://www.chapman.edu/scst/graduate/phd-computational-science.aspx,Data,TRUE,Interdisciplinary,Interdisciplinary,Chapman University,M1,CA,Orange
29,masters,Master of Engineering in Big Data,Data Science,http://galvanizeu.newhaven.edu/,Data,FALSE,Partnership w/University of New Haven,Data Science,Galvanize U,NA,CA,San Francisco
30,masters,Master of Science in Data Analytics,Data Analytics,https://www.nu.edu/ourprograms/college-of-professional-studies/engineering-and-computing/Programs/MasterofScienceinDataAnalytics/,Data,FALSE,"School of Engineering, Technology and Media",Engineering (general),National University,M1,CA,La Jolla
31,masters,Master of Science in Health and Life Science Analytics,Health Analytics,https://www.nu.edu/ourprograms/college-of-professional-studies/communityhealth/programs/mph/,Health,FALSE,School of Health and Human Services,Health Informatics,National University,M1,CA,La Jolla
32,certificate,Online Business Analytics Certificate,Business Analytics,http://www.sjsu.edu/lucasgsb/programs/advanced-certificates/business-analytics/index.html,Business,FALSE,Lucas Graduate School of Business,Business/Management,San Jose State University,M1,CA,San Jose
34,masters,"Master of Science In Computer Science, Specialization in Information Management and Analytics",Information Systems,https://cs.stanford.edu/academics/masters/choosing-specialization#info,Data,FALSE,Department of Computer Science,Computer Science,Stanford University,R1,CA,Stanford
35,certificate,Mining Massive Data Sets Graduate Certificate,Data Mining,https://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=10555807,Data,FALSE,Center for Professional Development,Data Science,Stanford University,R1,CA,Stanford
36,certificate,Data Mining and Applications Graduate Certificate,Data Mining,https://scpd.stanford.edu/public/category/courseCategoryCertificateProfile.do?method=load&certificateId=1209602,Data,FALSE,Center for Professional Development,Data Science,Stanford University,R1,CA,Stanford
38,masters,M.S. in Statistics: Data Science,Data Science,https://statistics.stanford.edu/academics/ms-statistics-data-science,Data,TRUE,Department of Statistics,Mathematics/Statistics,Stanford University,R1,CA,Stanford
41,masters,Master's of Health Informatics,Health Informatics,https://health.ucdavis.edu/informatics/masters/,Health,FALSE,School of Medicine,Health Informatics,"University of California, Davis",R1,CA,Davis
44,certificate,Predictive Analytics Certificate Program,Predictive Analytics,https://ce.uci.edu/areas/it/predictive_analytics/,Data,FALSE,UCI Extension School,Other,"University of California, Irvine",R1,CA,Irvine
45,certificate,Data Mining Certificate,Data Mining,https://extension.ucsd.edu/courses-and-programs/data-mining-for-advanced-analytics,Data,FALSE,UC San Diego Extension School,Data Science,"University of California, San Diego",R1,CA,La Jolla
47,masters,Master of Science in Business Analytics,Business Analytics,https://rady.ucsd.edu/programs/masters-programs/ms-in-business-analytics/,Business,FALSE,Rady School of Management,Business/Management,"University of California, San Diego",R1,CA,La Jolla
48,masters,Information and Data Science,Data Science,https://datascience.berkeley.edu/,Data,TRUE,School of Information,Information,"University of California, Berkeley",R1,CA,Berkeley
49,certificate,Business Intelligence and SAS Analytics Software,Business Intelligence,https://extension.berkeley.edu/public/category/programStream.do?method=load&selectedProgramAreaId=15499&selectedProgramStreamId=16388,Business,FALSE,"Business, Technology and Engineering",Business/Management,"University of California, Berkeley",R1,CA,Berkeley
50,masters,Data Science and Systems Concentration,Data Science,https://eecs.berkeley.edu/academics/graduate/industry-programs/meng,Data,TRUE,Engineering,Engineering (general),"University of California, Berkeley",R1,CA,Berkeley
54,masters,Master of Science in Healthcare Decision Analysis Concentration in Business Intelligence,Health Analytics,https://hcda.usc.edu/program-learning-objectives/,Health,FALSE,School of Pharmacy,Pharmacy,University of Southern California,R1,CA,Los Angeles
56,masters,Master of Science in Analytics,Data Analytics,https://www.pacific.edu/academics/schools-and-colleges/school-of-engineering-and-computer-science/academics-/graduate-programs/ms-in-data-science.html,Data,FALSE,School of Engineering and Computer Science,Interdisciplinary,University of the Pacific,R3,CA,Stockton
58,masters,Master of Science in Technology and Innovation - Business Intelligence and Data Management,Business Intelligence,https://www.aspen.edu/business-technology/masters-technology-innovation/,Business,FALSE,School of Business and Technology,Business/Management,Aspen University,R3,CO,Denver
59,certificate,Graduate Certificate in Business Intelligence,Business Intelligence,https://biz.colostate.edu/academics/graduate-programs/graduate-certificates/business-intelligence,Business,FALSE,College of Business,Business/Management,Colorado State University,R1,CO,Fort Collins
60,certificate,Applied Statistics Certificate,Applied Statistics,https://www.online.colostate.edu/certificates/theory-applications-regression-models/,Math,FALSE,Department of Statistics,Mathematics/Statistics,Colorado State University,R1,CO,Fort Collins
61,certificate,Data Analysis Certificate,Data Analytics,https://www.online.colostate.edu/certificates/data-analysis-certificate/,Data,FALSE,Department of Statistics,Mathematics/Statistics,Colorado State University,R1,CO,Fort Collins
62,masters,Master of Applied Statistics (M.A.S.),Applied Statistics,https://www.online.colostate.edu/degrees/applied-statistics/,Math,FALSE,Department of Statistics,Mathematics/Statistics,Colorado State University,R1,CO,Fort Collins
64,doctoral,Big Data Analytics,Data Analytics,https://www.coloradotech.edu/degrees/doctorates/computer-science/big-data-analytics,Data,FALSE,Engineering & Computer Science | Information Technology,Data Science,Colorado Technical University,NA,CO,Denver
66,masters,Data Science,Data Science,https://www.regis.edu/CCIS/Academics/Degrees-Programs/Graduate-Programs/MS-Data-Science.aspx,Data,TRUE,College of Computer and Information Sciences,Computer Science,Regis University,M1,CO,Denver
67,masters,Master of Science in Business Analytics,Business Analytics,https://www.colorado.edu/business/ms-programs,Business,FALSE,Leeds School of Business,Business/Management,University of Colorado Boulder,R1,CO,Boulder
70,masters,MS in Business Analytics - Big Data Specialization,Business Analytics,https://business.ucdenver.edu/ms/business-analytics,Business,FALSE,Business School,Business/Management,University of Colorado Denver,R2,CO,Denver
71,masters,MS in Information Systems - Business Intelligence,Business Intelligence,https://business.ucdenver.edu/ms/information-systems,Business,FALSE,Business School,Business/Management,University of Colorado Denver,R2,CO,Denver
72,masters,Master of Science in Information Systems Business Intelligence,Business Intelligence,https://business.ucdenver.edu/ms/information-systems,Business,FALSE,Business School,Business/Management,University of Colorado Denver,R2,CO,Denver
74,masters,Master of Science in Business Analytics,Business Analytics,https://daniels.du.edu/business-information-analytics/masters/,Business,FALSE,Daniels College of Business,Business/Management,University of Denver,R2,CO,Denver
75,masters,Data Science,Data Mining,https://www2.ccsu.edu/program/DataScience_MS,Data,TRUE,Mathematical Sciences,Mathematics/Statistics,Central Connecticut State University,M1,CT,New Britain
76,certificate,Graduate Certificate in Data Mining,Data Mining,https://www.ccsu.edu/datascience/,Data,FALSE,Department of Mathematical Sciences,Mathematics/Statistics,Central Connecticut State University,M1,CT,New Britain
77,masters,Master of Science in Business Analytics,Business Analytics,https://www.qu.edu/schools/business/programs/ms-business-analytics.html,Business,FALSE,School of Business,Business/Management,Quinnipiac University,M1,CT,Hamden
80,certificate,Graduate Certificate in Health Informatics,Health Informatics,http://catalog.usj.edu/preview_program.php?catoid=9&poid=1277,Health,FALSE,School of Health and Natural Sciences,Health Informatics,University of Saint Joseph,M1,CT,West Hartford
81,masters,MS Business Analytics,Business Analytics,https://www.american.edu/kogod/graduate/analytics/,Business,FALSE,Kogod School of Business,Business/Management,American University,R2,DC,"Washington, DC"
82,masters,Online MS Analytics,Data Analytics,https://onlinebusiness.american.edu/programs/analytics/,Business,FALSE,Kogod School of Business,Business/Management,American University,R2,DC,"Washington, DC"
83,masters,Master of Science in Data Science,Data Science,https://datasci.columbian.gwu.edu/ms-data-science,Data,TRUE,Columbian College of Arts and Sciences,Interdisciplinary,George Washington University,R1,DC,"Washington, DC"
84,masters,"Master of Science in Analytics, Concentration in Data Sciences (MS-DS)",Data Analytics,https://analytics.georgetown.edu/,Data,TRUE,Departments of Computer Science and Mathematics & Statistics.,Computer Science,Georgetown University,R1,DC,"Washington, DC"
86,masters,Master of Data Science,Data Science,https://www.ncf.edu/academics/graduate-program/,Data,TRUE,Interdisciplinary,Interdisciplinary,New College of Florida,BAS,FL,Sarasota
87,masters,Master of Science in Health Informatics and Management Systems,Health Informatics,https://business.fiu.edu/graduate/health-informatics-and-analytics/index.cfm,Health,FALSE,Chapman Graduate School of Business,Health Informatics,Florida International University,R1,FL,Miami
88,bachelors,Big Data Analytics,Data Analytics,https://floridapoly.edu/degree/data-science/,Data,FALSE,College of Innovation & Technology,Data Science,Florida Polytechnic University,NA,FL,Lakeland
89,masters,Master of Science in Business Intelligence,Business Intelligence,https://www.fullsail.edu/degrees/business-intelligence-master,Business,FALSE,Full Sail University,Business/Management,Full Sail University,M1,FL,Winter Park
90,masters,Master of Science in Biomedical Informatics,Health Analytics,https://osteopathic.nova.edu/msbi/ms-biomedical-informatics.html,Bio,FALSE,College of Osteopathic Medicine,Health Informatics,Nova Southeastern University,R2,FL,Fort Lauderdale
91,masters,M.B.A. With A Concentration In Business Intelligence / Analytics,Business Intelligence,https://www.business.nova.edu/masters/mba-in-business-intelligence.html,Business,FALSE,Huizenga College of Business and Entrepreneurship.,Business/Management,Nova Southeastern University,R2,FL,Fort Lauderdale
94,masters,Master of Science in Health Care Informatics,Health Analytics,https://www.ucf.edu/online/degree/health-care-informatics-p-s-m/,Health,FALSE,Department of Health Management & Informatics,Health Informatics,University of Central Florida,R1,FL,Orlando
97,masters,Master of Science in Business Analytics,Business Analytics,https://www.bus.miami.edu/academic-programs/mba-masters/masters/business-analytics/index.html,Business,FALSE,Miami Herbert Business School,Business/Management,University of Miami,R1,FL,Coral Gables
99,certificate,Analytics and Business Intelligence Certificate,Business Intelligence,https://www.usf.edu/business/graduate/mba/analytics-business-intelligence.aspx,Business,FALSE,Muma College of Business,Business/Management,University of South Florida,R1,FL,Tampa
100,masters,MS in Health Informatics,Health Informatics,https://www.usfhealthonline.com/programs/masters-degree/ms-health-informatics/,Health,FALSE,Morsani College of Medicine,Health Informatics,University of South Florida,R1,FL,Tampa
102,masters,M.S. in Data Science and Analytics,Data Analytics,https://robinson.gsu.edu/masters-programs/ms-in-analytics/,Data,TRUE,J. Mack Robinson College of Business,Business/Management,Georgia State University,R1,GA,Atlanta
103,masters,MS in Analytics,Data Analytics,https://www.analytics.gatech.edu/,Data,FALSE,"Colleges of Business, Computing, and Engineering",Business/Management,Georgia Tech,R1,GA,Atlanta
104,masters,MS - Computer Science with specialization in machine learning,Other,https://www.cc.gatech.edu/future/masters/mscs/program,Data,TRUE,College of Computing,Computer Science,Georgia Tech,R1,GA,Atlanta
105,doctoral,Analytics and Data Science,Data Science,https://graduate.kennesaw.edu/datascience/,Data,TRUE,Department of Statistics and Analytical Sciences,Mathematics/Statistics,Kennesaw State University,R3,GA,Kennesaw
107,masters,Master of Science in Applied Statistics,Applied Statistics,https://csm.kennesaw.edu/statistics/msas/,Math,FALSE,Department of Mathematics & Statistics,Mathematics/Statistics,Kennesaw State University,R3,GA,Kennesaw
108,masters,Master of Science in Business Analytics,Business Analytics,http://business.mercer.edu/programs/business-analytics/,Business,FALSE,Stetson-Hatcher School of Business,Business/Management,Mercer University,R3,GA,Macon
110,masters,MBA - Business Analytics,Business Analytics,https://www.loras.edu/majors-programs/business-analytics/,Business,FALSE,Liberal Arts,Business/Management,Loras College,BDF,IA,Dubuque
112,bachelors,Data Science,Data Science,https://www.luther.edu/computer-science/data-science-major/,Data,TRUE,Computer Science,Computer Science,Luther College,BAS,IA,Decorah
113,bachelors,Business Analytics,Business Analytics,https://tippie.uiowa.edu/future-undergraduates/majors/business-analytics-information-systems-major,Business,FALSE,Business,Business/Management,University of Iowa,R1,IA,Iowa City
114,certificate,Business Analytics Certificate Program,Business Analytics,https://tippie.uiowa.edu/business-analytics,Business,FALSE,Business,Business/Management,University of Iowa,R1,IA,Cedar Rapids
116,masters,Master of Science in Digital Marketing and Analytics,Data Analytics,https://aurora.edu/academics/graduate/digital-marketing/index.html,Business,FALSE,Dunham School of Business,Business/Management,Aurora University,M1,IL,Aurora
117,masters,Master of Science in Business Analytics,Business Analytics,http://www.ben.edu/college-of-business/graduate/msba-master-of-science-in-business-analytics.cfm,Business,FALSE,College of Business,Business/Management,Benedictine University,R3,IL,Lisle
118,masters,M.S. in Data Science,Predictive Analytics,https://www.cdm.depaul.edu/academics/Pages/MS-in-Data-Science.aspx,Data,TRUE,College of Computing and Digital Media,Computer Science,DePaul University,R3,IL,Chicago
119,masters,Information Systems (MS) - Business Intelligence Concentration,Business Intelligence,https://www.cdm.depaul.edu/academics/Pages/MS-in-Information-Systems.aspx,Business,FALSE,College of Computing and Digital Media,Computer Science,DePaul University,R3,IL,Chicago
120,masters,M.S. in Data Science,Data Science,https://www.elmhurst.edu/academics/departments/computer-science-information-systems/programs/m-s-data-science/data-science-graduate-certificate/,Data,TRUE,Elmhurst College Online Center,Data Science,Elmhurst College,M1,IL,Elmhurst
122,masters,MS - CS specialization in Data Analytics (with co-terminal BS/MS option),Data Analytics,https://www.iit.edu/academics/programs/computer-science-mas,Data,FALSE,College of Science,Data Science,Illinois Institute of Technology,R2,IL,Chicago
123,masters,Master of Data Science,Data Science,https://www.iit.edu/academics/programs/data-science-mas,Data,TRUE,College of Science,Data Science,Illinois Institute of Technology,R2,IL,Chicago
124,masters,Data Analytics,Data Analytics,https://www.iit.edu/academics/programs/computer-science-mas,Data,FALSE,Computer Science,Data Science,Illinois Institute of Technology,R2,IL,Chicago
125,masters,Data Science,Data Science,https://www.lewisu.edu/academics/data-science/index.htm,Data,TRUE,Computer Science,Data Science,Lewis University,M1,IL,Romeoville
126,masters,"Business Analytics, M.S.",Business Analytics,https://www.lewisu.edu/academics/business-analytics/index.htm,Business,FALSE,College of Business,Business/Management,Lewis University,M1,IL,Romeoville
127,masters,M.S. in Applied Statistics,Applied Statistics,https://www.luc.edu/math/msappliedstat/index.shtml,Math,FALSE,Mathematics and Statistics,Mathematics/Statistics,Loyola University Chicago,R2,IL,Chicago
128,certificate,Graduate Certificate in Business Data Analytics Certificate,Business Intelligence,https://www.luc.edu/quinlan/certificates/business-data-analytics/,Business,FALSE,Quinlan School of Business,Business/Management,Loyola University Chicago,R2,IL,Chicago
129,certificate,Certificate in Analytics and Business Intelligence for IT Professionals,Business Analytics,https://sps.northwestern.edu/professional-development/business-analytics/program-courses.php?course_id=4221,Business,FALSE,School of Professional Studies,Business/Management,Northwestern University,R1,IL,Evanston
130,masters,Master of Science in Information Systems with Concentration in Analytics and Business Intelligence,Business Intelligence,https://sps.northwestern.edu/masters/information-systems/index.php,Business,FALSE,School of Professional Studies,Business/Management,Northwestern University,R1,IL,Evanston
131,certificate,Certificate in Predictive Business Analytics,Predictive Analytics,https://sps.northwestern.edu/professional-development/business-analytics/program-courses.php?course_id=4221,Business,FALSE,Bridge School of Management,Business/Management,Northwestern University,R1,IL,Evanston
132,masters,Master of Science in Analytics,Data Analytics,https://www.mccormick.northwestern.edu/analytics/,Data,FALSE,McCormick School of Engineering,Engineering (general),Northwestern University,R1,IL,Evanston
133,masters,Master of Science in Data Science Online,Data Science,https://sps.northwestern.edu/masters/data-science/index.php,Data,TRUE,School of Continuing Studies,Interdisciplinary,Northwestern University,R1,IL,Evanston
134,masters,Master of Science in Computational Analysis & Public Policy (CAPP),Data Analytics,https://capp.uchicago.edu/,Social,FALSE,Harris School of Public Policy & Computer Science Department,Computer Science,University of Chicago,R1,IL,Chicago
135,masters,Master of Science in Analytics,Data Analytics,https://grahamschool.uchicago.edu/academic-programs/masters-degrees/analytics,Data,FALSE,Graham School of Continuing Liberal and Professional Studies,Data Science,University of Chicago,R1,IL,Chicago
137,masters,Master of Science in Health Informatics,Health Informatics,https://healthinformatics.uic.edu/health-informatics-degrees/,Health,FALSE,Biomedical and Health Information Sciences,Health Informatics,University of Illinois at Chicago,R1,IL,Chicago
138,certificate,Graduate Certificate in Business Intelligence,Business Intelligence,http://mis.uis.edu/birequirements.php,Business,FALSE,Department of Management Information Systems,Business/Management,University of Illinois at Springfield,NA,IL,Springfield
139,masters,Master of Science in Statistics: Analytics Concentration,Data Analytics,https://stat.illinois.edu/academics/graduate-programs/degree-programs/ms-statistics-analytics,Math,FALSE,Department of Statistics,Mathematics/Statistics,University of Illinois at Urbana-Champaign,R1,IL,Champaign
140,certificate,Graduate Professional Certificate in Data Analytics,Business Analytics,https://www.stfrancis.edu/grad-certificate-business-analytics/,Data,FALSE,College of Business and Health Administration,Business/Management,University of St. Francis,NA,IL,Joliet
143,masters,Online MS in Business Analytics,Business Analytics,https://kelley.iu.edu/programs/online/degrees/ms-business-analytics/index.cshtml,Business,FALSE,Kelley School of Business,Business/Management,Indiana University Bloomington,R1,IN,Bloomington
144,certificate,Business Analytics Certificate Program,Business Analytics,https://kelley.iu.edu/programs/executive-degree-programs/online-certificates/business-analytics/index.cshtml,Business,FALSE,Kelley School of Business: Department of Operations and Decision Technologi,Business/Management,Indiana University Bloomington,R1,IN,Bloomington
145,masters,Master of Science in Data Science,Data Science,https://bulletins.iu.edu/iub/soic/2017-2018/graduate/degree-programs/master-of-data-science/index.shtml,Data,TRUE,School of Informatics and Computing,Information,Indiana University Bloomington,R1,IN,Bloomington
146,certificate,Online Certificate in Data Science (Graduate),Data Science,https://datascience.indiana.edu/programs/certificate.html,Data,TRUE,School of Informatics and Computing,Information,Indiana University Bloomington,R1,IN,Bloomington
147,doctoral,Ph.D. in Informatics,Information Systems,https://informatics.indiana.edu/programs/phd-informatics/index.html,Data,FALSE,Department of Informatics,Information,Indiana University Bloomington,R1,IN,Bloomington
148,masters,M.S. in Mathematics: Applied Statistics,Applied Statistics,https://science.iupui.edu/applied-statistics-ms-purdue-degree,Math,FALSE,Department of Mathematical Sciences,Mathematics/Statistics,Indiana University-Purdue University-Indianapolis,R2,IN,Indianapolis
149,masters,Master of Science in Bioinformatics,Health Informatics,https://soic.iupui.edu/biohealth/graduate/bioinformatics/masters/,Bio,FALSE,Department of BioHealth Informatics,Health Informatics,Indiana University-Purdue University-Indianapolis,R2,IN,Indianapolis
152,masters,Online Master of Science in Data Science,Data Science,https://grad.saintmarys.edu/academic-programs/ms-data-science,Data,TRUE,Department of Mathematics and Computer Science,Mathematics/Statistics,Saint Mary's College,BAS,IN,Notre Dame
153,masters,Master of Science in Applied and Computational Mathematics and Statistics,Applied Statistics,https://acms.nd.edu/graduate-programs/professional-master-s-programs/,Math,FALSE,Department of Applied and Computational Mathematics and Statistics (ACMS),Mathematics/Statistics,University of Notre Dame,R1,IN,Notre Dame
154,masters,Master of Science in Business Analytics,Business Analytics,https://mendoza.nd.edu/graduate-programs/business-analytics-msba/,Business,FALSE,Mendoza College of Business,Business/Management,University of Notre Dame,R1,IN,Notre Dame
156,bachelors,Business Analytics,Business Analytics,https://business.ku.edu/degree-programs/undergraduate/bsb/business-analytics,Business,FALSE,School of Business,Business/Management,University of Kansas,R1,KS,Lawrence
157,bachelors,Data Science,Data Science,https://www.nku.edu/academics/informatics/programs/undergraduate/datascience.html,Data,TRUE,Computer Science,Computer Science,Northern Kentucky University,M1,KY,Highland Heights
158,certificate,Graduate Certificate in Data Science,Data Science,https://louisville.edu/online/programs/certificate-programs/graduate-certificate-in-data-science,Data,TRUE,Department of Computer Engineering & Computer Science,Engineering (general),University of Louisville,R1,KY,Louisville
159,masters,Master of Science in Analytics,Data Analytics,https://www.lsu.edu/business/sdeis/academics/ms/index.php,Data,FALSE,Department of Information Systems & Decision Sciences,Information,Louisiana State University,R1,LA,Baton Rouge
160,masters,MBA with Business Analytics Concentration,Business Analytics,https://www.babson.edu/academics/graduate-school/mba/business-analytics/,Business,FALSE,F.W. Olin Graduate School of Business,Business/Management,Babson College,SF,MA,Wellesley
162,masters,Masters in Business Analytics,Business Analytics,https://bentleydownloads.s3.amazonaws.com/academics/B9ADDM0_GR.346.19+MSBA+Program+Flyer.pdf,Business,FALSE,McCallum Graduate School of Business,Business/Management,Bentley University,M1,MA,Waltham
166,masters,M.S. in Strategic Analytics,Data Analytics,https://www.brandeis.edu/gps/future-students/learn-about-our-programs/strategic-analytics.html,Data,FALSE,Graduate Professional Studies,Data Science,Brandeis University,R1,MA,Waltham
167,certificate,Data Science Certificate,Data Science,https://www.extension.harvard.edu/academics/professional-graduate-certificates/data-science-certificate,Data,TRUE,Extension School,Data Science,Harvard University,R1,MA,Cambridge
169,masters,Master of Science in Computational Science and Engineering,Data Science,https://www.seas.harvard.edu/applied-computation/graduate-programs/masters-computational-science-and-engineering,Data,FALSE,School of Engineering and Applied Sciences,Engineering (general),Harvard University,R1,MA,Cambridge
170,masters,MS in Urban Informatics,Other,https://cssh.northeastern.edu/policyschool/graduate-programs/urban-informatics/,Social,FALSE,Interdisciplinary,Interdisciplinary,Northeastern University,R1,MA,Boston
172,masters,Master of Professional Studies in Informatics,Other,https://cps.northeastern.edu/academics/program/master-professional-studies-informatics-online,Data,FALSE,College of Professional Studies,Interdisciplinary,Northeastern University,R1,MA,Boston
173,masters,Master of Science in Health Informatics,Health Informatics,https://www.northeastern.edu/graduate/program/master-of-science-in-health-informatics-boston-5247/,Health,FALSE,College of Computer and Information Science,Health Informatics,Northeastern University,R1,MA,Boston
175,masters,Master of Science in Business Analytics,Business Analytics,https://www.northeastern.edu/graduate/program/master-of-science-in-business-analytics-14873/,Social,FALSE,Interdisciplinary,Interdisciplinary,Northeastern University,R1,MA,Boston
176,certificate,Urban Informatics,Information Systems,https://www.northeastern.edu/graduate/program/graduate-certificate-in-urban-analytics-14299/,Social,FALSE,College of Social Sciences and Humanities,Interdisciplinary,Northeastern University,R1,MA,Boston
177,masters,MS with Data Science Concentration,Data Science,https://ds.cs.umass.edu/masters-concentration-data-science,Data,TRUE,College of Information and Computer Sciences,Information,University of Massachusetts Amherst,R1,MA,Amherst
178,certificate,Certificate in Data Science,Data Science,https://ds.cs.umass.edu/academics/certificate-data-science,Data,TRUE,College of Information and Computer Sciences,Information,University of Massachusetts Amherst,R1,MA,Amherst
179,doctoral,Data Science,Data Science,https://www.wpi.edu/academics/study/data-science-phd,Data,TRUE,Data Science,Data Science,Worcester Polytechnic Institute,R2,MA,Worcester
180,bachelors,BS in Data Science,Data Science,https://www.wpi.edu/academics/study/data-science-bs,Data,TRUE,Data Science,Data Science,Worcester Polytechnic Institute,R2,MA,Worcester
181,certificate,Graduate Certificate in Data Science,Data Science,https://www.wpi.edu/academics/study/data-science-certificate,Data,TRUE,Data Science,Data Science,Worcester Polytechnic Institute,R2,MA,Worcester
182,masters,MS in Data Science,Data Science,https://www.wpi.edu/academics/study/data-science-ms,Data,TRUE,Data Science,Data Science,Worcester Polytechnic Institute,R2,MA,Worcester
183,bachelors,Statistical & Data Sciences,Data Science,https://www.smith.edu/academics/statistics,Math,TRUE,Statistical & Data Sciences,Data Science,Smith College,BAS,MA,Northampton
184,masters,Master of Science in Applied Data Analytics,Data Analytics,https://www.bu.edu/academics/met/programs/computer-science/master-of-science-in-applied-data-analytics/,Data,FALSE,MET Computer Science and Information Technology,Computer Science,Boston University,R1,MA,Boston
185,masters,Master of Science in Computer Information Systems Online (Data Analytics Concentration),Data Analytics,http://www.bu.edu/met/programs/graduate/computer-information-systems/data-analytics/,Data,FALSE,MET Computer Science Department,Computer Science,Boston University,R1,MA,Boston
186,certificate,Graduate Certificate in Data Analytics,Data Analytics,http://www.bu.edu/csmet/academic-programs/da/,Data,FALSE,MET Computer Science Department,Computer Science,Boston University,R1,MA,Boston
187,certificate,Graduate Certificate in Database Management and Business Intelligence,Business Intelligence,http://www.bu.edu/csmet/academic-programs/dmbi/,Business,FALSE,MET Computer Science Department,Computer Science,Boston University,R1,MA,Boston
188,masters,Bioinformatics,Health Informatics,https://advanced.jhu.edu/academics/graduate-degree-programs/bioinformatics/,Bio,FALSE,Krieger School of Arts & Sciences,Other,Johns Hopkins University,R1,MD,Baltimore
194,masters,Online MBA - Specialization in Information Systems & Business Analytics,Business Analytics,https://onlinebusiness.umd.edu/mba/,Business,FALSE,Robert H. Smith School of Business,Business/Management,University of Maryland-College Park,R1,MD,College Park
195,masters,"MS in Business, Marketing Analytics",Business Analytics,https://www.rhsmith.umd.edu/programs/ms-marketing-analytics,Business,FALSE,Robert H. Smith School of Business,Business/Management,University of Maryland-College Park,R1,MD,College Park
197,masters,MBA in Business Intelligence,Business Intelligence,https://www.baker.edu/academics/graduate-studies/college-of-business/business-intelligence,Business,FALSE,Baker College,Business/Management,Baker College,BAC,MI,Allen Park
198,certificate,Data Mining,Data Mining,https://www.cmich.edu/colleges/cgs/programs/Pages/data-mining-cert.aspx,Data,FALSE,"Department of Statistics, Actuarial and Data Sciences",Mathematics/Statistics,Central Michigan University,R2,MI,Mount Pleasant
